"DisMod II input and output, database QIMD 2 2011","","","","","","","","","","",""
"Females, Disease: Stroke (Rates * ), sex: Females","","","","","","","","","","",""
"Written 05/12/2016, 22:43:23","","","","","","","","","","",""
"Age","Prevalence (rates)","Remission (rates)","Mortality (rates)","Incidence (rates)","Prevalence (rates)","Remission (rates)","Case fatality (rates)","Duration (years)","Mortality (rates)","RR mortality (number)","Age of onset (years)"
"0","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0162","66.7769","0.0000","7.1542","0.5000"
"1","0.0000","0.0000","0.0000","0.0000","0.0000","0.0000","0.0160","66.9856","0.0000","13.2827","1.5000"
"2","0.0000","0.0000","0.0000","0.0000","0.0001","0.0000","0.0152","67.0856","0.0000","50.8502","2.5000"
"3","0.0000","0.0000","0.0000","0.0001","0.0001","0.0000","0.0140","67.0803","0.0000","154.5316","3.5000"
"4","0.0001","0.0000","0.0000","0.0001","0.0002","0.0000","0.0124","66.9706","0.0000","239.3292","4.5000"
"5","0.0003","0.0000","0.0000","0.0001","0.0003","0.0000","0.0105","66.7385","0.0000","222.4118","5.5000"
"6","0.0005","0.0000","0.0000","0.0001","0.0004","0.0000","0.0084","66.3706","0.0000","150.6222","6.5000"
"7","0.0007","0.0000","0.0000","0.0002","0.0006","0.0000","0.0064","65.8636","0.0000","90.0767","7.5000"
"8","0.0009","0.0000","0.0000","0.0002","0.0008","0.0000","0.0045","65.2243","0.0000","55.2045","8.5000"
"9","0.0011","0.0000","0.0000","0.0002","0.0009","0.0000","0.0029","64.4695","0.0000","34.4575","9.5000"
"10","0.0012","0.0000","0.0000","0.0002","0.0011","0.0000","0.0018","63.6248","0.0000","21.3915","10.5000"
"11","0.0014","0.0000","0.0000","0.0002","0.0013","0.0000","0.0010","62.7176","0.0000","12.8669","11.5000"
"12","0.0015","0.0000","0.0000","0.0001","0.0015","0.0000","0.0006","61.7712","0.0000","7.5193","12.5000"
"13","0.0017","0.0000","0.0000","0.0001","0.0017","0.0000","0.0003","60.8035","0.0000","4.6860","13.5000"
"14","0.0018","0.0000","0.0000","0.0001","0.0018","0.0000","0.0003","59.8267","0.0000","3.6160","14.5000"
"15","0.0020","0.0000","0.0000","0.0001","0.0019","0.0000","0.0003","58.8480","0.0000","3.3251","15.5000"
"16","0.0021","0.0000","0.0000","0.0001","0.0021","0.0000","0.0003","57.8701","0.0000","3.1104","16.5000"
"17","0.0022","0.0000","0.0000","0.0001","0.0022","0.0000","0.0003","56.8929","0.0000","2.8948","17.5000"
"18","0.0024","0.0000","0.0000","0.0001","0.0024","0.0000","0.0003","55.9160","0.0000","2.7078","18.5000"
"19","0.0025","0.0000","0.0000","0.0001","0.0025","0.0000","0.0003","54.9391","0.0000","2.5396","19.5000"
"20","0.0026","0.0000","0.0000","0.0002","0.0027","0.0000","0.0002","53.9617","0.0000","2.3755","20.5000"
"21","0.0027","0.0000","0.0000","0.0002","0.0030","0.0000","0.0002","52.9834","0.0000","2.2040","21.5000"
"22","0.0029","0.0000","0.0000","0.0002","0.0032","0.0000","0.0002","52.0040","0.0000","2.0220","22.5000"
"23","0.0030","0.0000","0.0000","0.0001","0.0034","0.0000","0.0002","51.0235","0.0000","1.8478","23.5000"
"24","0.0032","0.0000","0.0000","0.0001","0.0036","0.0000","0.0002","50.0420","0.0000","1.7076","24.5000"
"25","0.0033","0.0000","0.0000","0.0001","0.0037","0.0000","0.0001","49.0600","0.0000","1.6223","25.5000"
"26","0.0034","0.0000","0.0000","0.0001","0.0039","0.0000","0.0001","48.0781","0.0000","1.6067","26.5000"
"27","0.0035","0.0000","0.0000","0.0000","0.0040","0.0000","0.0002","47.0970","0.0000","1.6727","27.5000"
"28","0.0035","0.0000","0.0000","0.0000","0.0041","0.0000","0.0002","46.1177","0.0000","1.8350","28.5000"
"29","0.0034","0.0000","0.0000","0.0000","0.0042","0.0000","0.0003","45.1413","0.0000","2.1154","29.5000"
"30","0.0034","0.0000","0.0000","0.0000","0.0042","0.0000","0.0004","44.1693","0.0000","2.5326","30.5000"
"31","0.0033","0.0000","0.0000","0.0000","0.0043","0.0000","0.0006","43.2035","0.0000","3.0939","31.5000"
"32","0.0032","0.0000","0.0000","0.0000","0.0043","0.0000","0.0008","42.2464","0.0000","3.7875","32.5000"
"33","0.0031","0.0000","0.0000","0.0000","0.0044","0.0000","0.0011","41.3002","0.0000","4.5793","33.5000"
"34","0.0030","0.0000","0.0000","0.0000","0.0044","0.0000","0.0015","40.3677","0.0000","5.4157","34.5000"
"35","0.0029","0.0000","0.0000","0.0000","0.0044","0.0000","0.0020","39.4511","0.0000","6.1927","35.5000"
"36","0.0028","0.0000","0.0000","0.0000","0.0045","0.0000","0.0024","38.5518","0.0000","6.8225","36.5000"
"37","0.0028","0.0000","0.0000","0.0000","0.0045","0.0000","0.0029","37.6700","0.0000","7.2535","37.5000"
"38","0.0028","0.0000","0.0000","0.0000","0.0045","0.0000","0.0034","36.8055","0.0000","7.4701","38.5000"
"39","0.0028","0.0000","0.0000","0.0000","0.0046","0.0000","0.0038","35.9570","0.0000","7.4957","39.5000"
"40","0.0028","0.0000","0.0000","0.0000","0.0046","0.0000","0.0043","0.0000","0.0000","7.3793","0.0000"
"41","0.0029","0.0000","0.0000","0.0000","0.0046","0.0000","0.0046","0.0000","0.0000","7.1977","0.0000"
"42","0.0030","0.0000","0.0000","0.0000","0.0046","0.0000","0.0049","33.4875","0.0000","7.0174","42.5000"
"43","0.0033","0.0000","0.0000","0.0000","0.0046","0.0000","0.0052","32.6831","0.0000","6.8787","43.5000"
"44","0.0036","0.0000","0.0000","0.0001","0.0046","0.0000","0.0055","31.8855","0.0000","6.7715","44.5000"
"45","0.0040","0.0000","0.0000","0.0001","0.0047","0.0000","0.0058","31.0935","0.0000","6.6729","45.5000"
"46","0.0045","0.0000","0.0000","0.0003","0.0049","0.0000","0.0061","30.3066","0.0000","6.5600","46.5000"
"47","0.0051","0.0000","0.0000","0.0004","0.0052","0.0000","0.0063","29.5246","0.0000","6.4119","47.5000"
"48","0.0057","0.0000","0.0000","0.0005","0.0056","0.0000","0.0066","28.7480","0.0000","6.2171","48.5000"
"49","0.0063","0.0000","0.0000","0.0006","0.0061","0.0000","0.0070","27.9775","0.0000","5.9967","49.5000"
"50","0.0070","0.0000","0.0001","0.0007","0.0068","0.0000","0.0073","27.2141","0.0001","5.7750","50.5000"
"51","0.0076","0.0000","0.0001","0.0008","0.0075","0.0000","0.0078","26.4591","0.0001","5.5714","51.5000"
"52","0.0082","0.0000","0.0001","0.0007","0.0083","0.0000","0.0083","25.7137","0.0001","5.3959","52.5000"
"53","0.0088","0.0000","0.0001","0.0007","0.0090","0.0000","0.0088","24.9785","0.0001","5.2345","53.5000"
"54","0.0093","0.0000","0.0001","0.0006","0.0097","0.0000","0.0093","24.2527","0.0001","5.0626","54.5000"
"55","0.0098","0.0000","0.0001","0.0006","0.0103","0.0000","0.0097","23.5349","0.0001","4.8600","55.5000"
"56","0.0104","0.0000","0.0001","0.0006","0.0109","0.0000","0.0100","22.8226","0.0001","4.6139","56.5000"
"57","0.0111","0.0000","0.0001","0.0006","0.0114","0.0000","0.0102","22.1124","0.0001","4.3173","57.5000"
"58","0.0119","0.0000","0.0001","0.0007","0.0121","0.0000","0.0101","21.4008","0.0001","3.9771","58.5000"
"59","0.0129","0.0000","0.0001","0.0009","0.0129","0.0000","0.0099","20.6849","0.0001","3.6314","59.5000"
"60","0.0141","0.0000","0.0001","0.0011","0.0139","0.0000","0.0097","19.9631","0.0001","3.3132","60.5000"
"61","0.0154","0.0000","0.0001","0.0013","0.0151","0.0000","0.0095","19.2357","0.0001","3.0433","61.5000"
"62","0.0168","0.0000","0.0001","0.0016","0.0166","0.0000","0.0094","18.5041","0.0002","2.8336","62.5000"
"63","0.0184","0.0000","0.0001","0.0018","0.0183","0.0000","0.0095","17.7707","0.0002","2.6887","63.5000"
"64","0.0200","0.0000","0.0002","0.0019","0.0202","0.0000","0.0099","17.0388","0.0002","2.6019","64.5000"
"65","0.0218","0.0000","0.0002","0.0021","0.0223","0.0000","0.0104","16.3119","0.0002","2.5550","65.5000"
"66","0.0238","0.0000","0.0003","0.0022","0.0245","0.0000","0.0112","15.5927","0.0003","2.5306","66.5000"
"67","0.0260","0.0000","0.0004","0.0024","0.0268","0.0000","0.0122","14.8836","0.0003","2.5147","67.5000"
"68","0.0283","0.0000","0.0004","0.0026","0.0293","0.0000","0.0133","14.1861","0.0004","2.4964","68.5000"
"69","0.0309","0.0000","0.0005","0.0028","0.0319","0.0000","0.0145","13.5016","0.0005","2.4712","69.5000"
"70","0.0337","0.0000","0.0005","0.0031","0.0347","0.0000","0.0158","12.8306","0.0005","2.4383","70.5000"
"71","0.0367","0.0000","0.0006","0.0034","0.0378","0.0000","0.0172","12.1736","0.0006","2.4021","71.5000"
"72","0.0398","0.0000","0.0007","0.0038","0.0411","0.0000","0.0187","11.5311","0.0008","2.3665","72.5000"
"73","0.0430","0.0000","0.0009","0.0042","0.0447","0.0000","0.0205","10.9037","0.0009","2.3343","73.5000"
"74","0.0463","0.0000","0.0012","0.0046","0.0486","0.0000","0.0224","10.2924","0.0011","2.3058","74.5000"
"75","0.0497","0.0000","0.0014","0.0050","0.0526","0.0000","0.0247","9.6979","0.0013","2.2803","75.5000"
"76","0.0533","0.0000","0.0017","0.0053","0.0569","0.0000","0.0273","9.1213","0.0016","2.2569","76.5000"
"77","0.0572","0.0000","0.0021","0.0056","0.0612","0.0000","0.0302","8.5639","0.0018","2.2343","77.5000"
"78","0.0613","0.0000","0.0024","0.0060","0.0655","0.0000","0.0335","8.0269","0.0022","2.2109","78.5000"
"79","0.0657","0.0000","0.0028","0.0064","0.0699","0.0000","0.0372","7.5118","0.0026","2.1837","79.5000"
"80","0.0701","0.0000","0.0032","0.0068","0.0743","0.0000","0.0414","7.0209","0.0031","2.1499","80.5000"
"81","0.0746","0.0000","0.0037","0.0074","0.0787","0.0000","0.0460","6.5572","0.0036","2.1070","81.5000"
"82","0.0790","0.0000","0.0043","0.0080","0.0830","0.0000","0.0512","6.1255","0.0043","2.0537","82.5000"
"83","0.0832","0.0000","0.0051","0.0087","0.0874","0.0000","0.0571","5.7321","0.0050","1.9941","83.5000"
"84","0.0871","0.0000","0.0061","0.0095","0.0917","0.0000","0.0638","5.3840","0.0058","1.9431","84.5000"
"85","0.0907","0.0000","0.0072","0.0104","0.0959","0.0000","0.0715","5.0848","0.0069","1.9151","85.5000"
"86","0.0941","0.0000","0.0086","0.0114","0.0999","0.0000","0.0803","4.8325","0.0080","1.9234","86.5000"
"87","0.0970","0.0000","0.0102","0.0124","0.1036","0.0000","0.0905","4.6168","0.0094","1.9849","87.5000"
"88","0.0997","0.0000","0.0120","0.0135","0.1069","0.0000","0.1020","4.4176","0.0109","2.1261","88.5000"
"89","0.1020","0.0000","0.0139","0.0144","0.1097","0.0000","0.1139","4.2048","0.0125","2.3911","89.5000"
"90","0.1038","0.0000","0.0159","0.0152","0.1118","0.0000","0.1252","4.0323","0.0140","2.1496","90.5000"
"91","0.1053","0.0000","0.0179","0.0156","0.1131","0.0000","0.1349","3.9404","0.0153","2.1578","91.5000"
"92","0.1064","0.0000","0.0196","0.0156","0.1136","0.0000","0.1418","3.8898","0.0161","2.1461","92.5000"
"93","0.1070","0.0000","0.0211","0.0149","0.1132","0.0000","0.1450","3.8765","0.0164","2.1106","93.5000"
"94","0.1072","0.0000","0.0221","0.0136","0.1117","0.0000","0.1438","3.8936","0.0161","2.0496","94.5000"
"95","0.1070","0.0000","0.0226","0.0116","0.1093","0.0000","0.1386","3.9320","0.0151","1.9701","95.5000"
"96","0.1066","0.0000","0.0224","0.0093","0.1059","0.0000","0.1304","3.9827","0.0138","1.8796","96.5000"
"97","0.1061","0.0000","0.0212","0.0068","0.1015","0.0000","0.1200","4.0366","0.0122","1.7839","97.5000"
"98","0.1055","0.0000","0.0182","0.0043","0.0962","0.0000","0.1083","4.0848","0.0104","1.6881","98.5000"
"99","0.1051","0.0000","0.0127","0.0020","0.0902","0.0000","0.0962","4.1188","0.0087","1.5966","99.5000"
"100+","0.1050","0.0000","0.0040","0.0000","0.0836","0.0000","0.0845","4.1316","0.0071","1.5134","105.4576"
"","","","","","","","","","","",""
"All ages","0.0154","NA","0.0007","0.0014","0.0162","0.0000","0.0406","11.3479","0.0007","2.2317","74.9308"
