year,sex,qimd,agegroup,deaths
2004,2,2,60-64,1644
2004,2,1,60-64,1459
2005,2,5,60-64,2191
2005,2,4,60-64,1935
2005,2,3,60-64,1772
2005,2,2,60-64,1806
2005,2,1,60-64,1469
2006,2,5,60-64,2222
2006,2,4,60-64,2020
2006,2,3,60-64,1851
2006,2,2,60-64,1779
2006,2,1,60-64,1539
2007,2,5,60-64,2394
2007,2,4,60-64,2038
2007,2,3,60-64,2058
2007,2,2,60-64,1932
2007,2,1,60-64,1630
2008,2,5,60-64,2462
2008,2,4,60-64,2121
2008,2,3,60-64,2049
2008,2,2,60-64,1932
2008,2,1,60-64,1727
2009,2,5,60-64,2344
2009,2,4,60-64,2095
2009,2,3,60-64,1946
2009,2,2,60-64,1996
2009,2,1,60-64,1677
2010,2,5,60-64,2387
2010,2,4,60-64,2100
2010,2,3,60-64,2105
2010,2,2,60-64,1877
2010,2,1,60-64,1574
2011,2,5,60-64,2365
2011,2,4,60-64,2079
2011,2,3,60-64,2006
2011,2,2,60-64,1923
2011,2,1,60-64,1614
2012,2,5,60-64,2267
2012,2,4,60-64,2026
2012,2,3,60-64,1904
2012,2,2,60-64,1734
2012,2,1,60-64,1524
2013,2,5,60-64,2232
2013,2,4,60-64,2020
2013,2,3,60-64,1821
2013,2,2,60-64,1607
2013,2,1,60-64,1425
2002,1,5,65-69,5636
2002,1,4,65-69,4569
2002,1,3,65-69,4127
2002,1,2,65-69,3905
2002,1,1,65-69,3205
2003,1,5,65-69,5529
2003,1,4,65-69,4431
2003,1,3,65-69,4116
2003,1,2,65-69,3850
2003,1,1,65-69,3234
2004,1,5,65-69,5429
2004,1,4,65-69,4294
2004,1,3,65-69,3922
2004,1,2,65-69,3824
2004,1,1,65-69,3116
2005,1,5,65-69,5157
2005,1,4,65-69,4151
2005,1,3,65-69,3880
2005,1,2,65-69,3609
2005,1,1,65-69,2974
2006,1,5,65-69,4979
2006,1,4,65-69,4113
2006,1,3,65-69,3827
2006,1,2,65-69,3503
2006,1,1,65-69,2762
2007,1,5,65-69,4864
2007,1,4,65-69,3973
2007,1,3,65-69,3818
2007,1,2,65-69,3448
2007,1,1,65-69,2850
2008,1,5,65-69,4758
2008,1,4,65-69,3965
2008,1,3,65-69,3713
2008,1,2,65-69,3419
2008,1,1,65-69,2831
2009,1,5,65-69,4540
2009,1,4,65-69,3885
2009,1,3,65-69,3671
2009,1,2,65-69,3351
2009,1,1,65-69,2856
2010,1,5,65-69,4516
2010,1,4,65-69,3830
2010,1,3,65-69,3701
2010,1,2,65-69,3536
2010,1,1,65-69,2990
2011,1,5,65-69,4432
2011,1,4,65-69,3749
2011,1,3,65-69,3727
2011,1,2,65-69,3605
2011,1,1,65-69,2967
2012,1,5,65-69,4561
2012,1,4,65-69,4135
2012,1,3,65-69,4090
2012,1,2,65-69,3742
2012,1,1,65-69,3098
2013,1,5,65-69,4741
2013,1,4,65-69,4136
2013,1,3,65-69,4151
2013,1,2,65-69,3837
2013,1,1,65-69,3289
2002,2,5,65-69,3598
2002,2,4,65-69,2934
2002,2,3,65-69,2708
2002,2,2,65-69,2531
2002,2,1,65-69,2041
2003,2,5,65-69,3516
2003,2,4,65-69,3043
2003,2,3,65-69,2794
2003,2,2,65-69,2477
2003,2,1,65-69,2133
2004,2,5,65-69,3590
2004,2,4,65-69,2870
2004,2,3,65-69,2649
2004,2,2,65-69,2425
2004,2,1,65-69,2065
2005,2,5,65-69,3381
2005,2,4,65-69,2919
2005,2,3,65-69,2690
2005,2,2,65-69,2467
2005,2,1,65-69,2035
2006,2,5,65-69,3217
2006,2,4,65-69,2709
2006,2,3,65-69,2541
2006,2,2,65-69,2408
2006,2,1,65-69,1957
2007,2,5,65-69,3116
2007,2,4,65-69,2653
2007,2,3,65-69,2582
2007,2,2,65-69,2291
2007,2,1,65-69,1916
2008,2,5,65-69,3157
2008,2,4,65-69,2586
2008,2,3,65-69,2462
2008,2,2,65-69,2412
2008,2,1,65-69,1971
2009,2,5,65-69,2934
2009,2,4,65-69,2604
2009,2,3,65-69,2489
2009,2,2,65-69,2297
2009,2,1,65-69,1940
2010,2,5,65-69,2768
2010,2,4,65-69,2561
2010,2,3,65-69,2563
2010,2,2,65-69,2434
2010,2,1,65-69,2070
2011,2,5,65-69,2793
2011,2,4,65-69,2748
2011,2,3,65-69,2554
2011,2,2,65-69,2502
2011,2,1,65-69,2180
2012,2,5,65-69,3089
2012,2,4,65-69,2734
2012,2,3,65-69,2801
2012,2,2,65-69,2644
2012,2,1,65-69,2308
2013,2,5,65-69,3145
2013,2,4,65-69,2833
2013,2,3,65-69,2885
2013,2,2,65-69,2747
2013,2,1,65-69,2353
2002,1,5,70-74,7636
2002,1,4,70-74,6673
2002,1,3,70-74,6131
2002,1,2,70-74,5829
2002,1,1,70-74,5022
2003,1,5,70-74,7285
2003,1,4,70-74,6392
2003,1,3,70-74,6031
2003,1,2,70-74,5665
2003,1,1,70-74,4776
2004,1,5,70-74,6895
2004,1,4,70-74,6006
2004,1,3,70-74,5704
2004,1,2,70-74,5355
2004,1,1,70-74,4563
2005,1,5,70-74,6612
2005,1,4,70-74,5782
2005,1,3,70-74,5721
2005,1,2,70-74,5183
2005,1,1,70-74,4422
2006,1,5,70-74,6347
2006,1,4,70-74,5453
2006,1,3,70-74,5218
2006,1,2,70-74,5051
2006,1,1,70-74,4346
2007,1,5,70-74,6020
2007,1,4,70-74,5316
2007,1,3,70-74,5074
2007,1,2,70-74,4886
2007,1,1,70-74,4219
2008,1,5,70-74,6187
2008,1,4,70-74,5209
2008,1,3,70-74,5290
2008,1,2,70-74,4841
2008,1,1,70-74,4238
2009,1,5,70-74,5983
2009,1,4,70-74,5169
2009,1,3,70-74,4988
2009,1,2,70-74,4848
2009,1,1,70-74,4124
2010,1,5,70-74,5745
2010,1,4,70-74,5236
2010,1,3,70-74,5078
2010,1,2,70-74,4817
2010,1,1,70-74,4139
2011,1,5,70-74,5646
2011,1,4,70-74,5081
2011,1,3,70-74,4909
2011,1,2,70-74,4785
2011,1,1,70-74,3977
2012,1,5,70-74,5353
2012,1,4,70-74,5056
2012,1,3,70-74,5017
2012,1,2,70-74,4681
2012,1,1,70-74,3920
2013,1,5,70-74,5269
2013,1,4,70-74,5060
2013,1,3,70-74,5010
2013,1,2,70-74,4735
2013,1,1,70-74,4160
2002,2,5,70-74,5744
2002,2,4,70-74,5019
2002,2,3,70-74,4616
2002,2,2,70-74,4191
2002,2,1,70-74,3500
2003,2,5,70-74,5712
2003,2,4,70-74,4865
2003,2,3,70-74,4477
2003,2,2,70-74,3965
2003,2,1,70-74,3385
2004,2,5,70-74,5241
2004,2,4,70-74,4582
2004,2,3,70-74,4086
2004,2,2,70-74,3816
2004,2,1,70-74,3195
2005,2,5,70-74,4840
2005,2,4,70-74,4357
2005,2,3,70-74,4008
2005,2,2,70-74,3657
2005,2,1,70-74,3086
2006,2,5,70-74,4711
2006,2,4,70-74,4050
2006,2,3,70-74,3901
2006,2,2,70-74,3598
2006,2,1,70-74,3071
2007,2,5,70-74,4649
2007,2,4,70-74,3953
2007,2,3,70-74,3806
2007,2,2,70-74,3556
2007,2,1,70-74,2939
2008,2,5,70-74,4572
2008,2,4,70-74,3994
2008,2,3,70-74,3858
2008,2,2,70-74,3554
2008,2,1,70-74,2952
2009,2,5,70-74,4185
2009,2,4,70-74,4013
2009,2,3,70-74,3709
2009,2,2,70-74,3415
2009,2,1,70-74,2852
2010,2,5,70-74,4247
2010,2,4,70-74,3845
2010,2,3,70-74,3580
2010,2,2,70-74,3432
2010,2,1,70-74,2882
2011,2,5,70-74,4055
2011,2,4,70-74,3748
2011,2,3,70-74,3552
2011,2,2,70-74,3348
2011,2,1,70-74,2742
2012,2,5,70-74,4048
2012,2,4,70-74,3708
2012,2,3,70-74,3621
2012,2,2,70-74,3340
2012,2,1,70-74,2795
2013,2,5,70-74,3990
2013,2,4,70-74,3663
2013,2,3,70-74,3556
2013,2,2,70-74,3452
2013,2,1,70-74,2953
2002,1,5,75-79,9369
2002,1,4,75-79,8687
2002,1,3,75-79,8470
2002,1,2,75-79,7808
2002,1,1,75-79,6751
2003,1,5,75-79,8946
2003,1,4,75-79,8353
2003,1,3,75-79,8147
2003,1,2,75-79,7765
2003,1,1,75-79,6568
2004,1,5,75-79,8352
2004,1,4,75-79,7970
2004,1,3,75-79,7973
2004,1,2,75-79,7334
2004,1,1,75-79,6290
2005,1,5,75-79,7940
2005,1,4,75-79,7639
2005,1,3,75-79,7680
2005,1,2,75-79,7399
2005,1,1,75-79,6124
2006,1,5,75-79,7786
2006,1,4,75-79,7383
2006,1,3,75-79,7345
2006,1,2,75-79,7010
2006,1,1,75-79,6132
2007,1,5,75-79,7369
2007,1,4,75-79,7184
2007,1,3,75-79,7287
2007,1,2,75-79,7038
2007,1,1,75-79,6004
2008,1,5,75-79,7316
2008,1,4,75-79,7078
2008,1,3,75-79,7084
2008,1,2,75-79,6930
2008,1,1,75-79,6127
2009,1,5,75-79,7016
2009,1,4,75-79,6635
2009,1,3,75-79,6849
2009,1,2,75-79,6627
2009,1,1,75-79,5832
2010,1,5,75-79,6739
2010,1,4,75-79,6568
2010,1,3,75-79,6744
2010,1,2,75-79,6547
2010,1,1,75-79,5925
2011,1,5,75-79,6420
2011,1,4,75-79,6240
2011,1,3,75-79,6592
2011,1,2,75-79,6295
2011,1,1,75-79,5685
2012,1,5,75-79,6513
2012,1,4,75-79,6305
2012,1,3,75-79,6683
2012,1,2,75-79,6545
2012,1,1,75-79,5804
2013,1,5,75-79,6535
2013,1,4,75-79,6618
2013,1,3,75-79,6807
2013,1,2,75-79,6510
2013,1,1,75-79,5854
2002,2,5,75-79,8641
2002,2,4,75-79,7976
2002,2,3,75-79,7538
2002,2,2,75-79,6821
2002,2,1,75-79,5373
2003,2,5,75-79,8358
2003,2,4,75-79,7856
2003,2,3,75-79,7359
2003,2,2,75-79,6605
2003,2,1,75-79,5343
2004,2,5,75-79,7773
2004,2,4,75-79,7189
2004,2,3,75-79,6613
2004,2,2,75-79,6337
2004,2,1,75-79,5115
2005,2,5,75-79,7537
2005,2,4,75-79,7077
2005,2,3,75-79,6660
2005,2,2,75-79,5988
2005,2,1,75-79,5116
2006,2,5,75-79,7152
2006,2,4,75-79,6646
2006,2,3,75-79,6489
2006,2,2,75-79,5840
2006,2,1,75-79,4849
2007,2,5,75-79,6855
2007,2,4,75-79,6305
2007,2,3,75-79,6182
2007,2,2,75-79,5804
2007,2,1,75-79,4925
2008,2,5,75-79,6749
2008,2,4,75-79,6267
2008,2,3,75-79,6116
2008,2,2,75-79,5618
2008,2,1,75-79,4839
2009,2,5,75-79,6063
2009,2,4,75-79,5950
2009,2,3,75-79,5696
2009,2,2,75-79,5419
2009,2,1,75-79,4460
2010,2,5,75-79,5936
2010,2,4,75-79,5597
2010,2,3,75-79,5650
2010,2,2,75-79,5384
2010,2,1,75-79,4485
2011,2,5,75-79,5638
2011,2,4,75-79,5474
2011,2,3,75-79,5355
2011,2,2,75-79,5031
2011,2,1,75-79,4423
2012,2,5,75-79,5630
2012,2,4,75-79,5493
2012,2,3,75-79,5478
2012,2,2,75-79,5102
2012,2,1,75-79,4473
2013,2,5,75-79,5722
2013,2,4,75-79,5442
2013,2,3,75-79,5476
2013,2,2,75-79,5183
2013,2,1,75-79,4527
2002,1,5,80-84,8375
2002,1,4,80-84,8656
2002,1,3,80-84,8977
2002,1,2,80-84,8520
2002,1,1,80-84,7132
2003,1,5,80-84,8876
2003,1,4,80-84,9145
2003,1,3,80-84,9376
2003,1,2,80-84,8920
2003,1,1,80-84,7582
2004,1,5,80-84,8779
2004,1,4,80-84,8950
2004,1,3,80-84,9172
2004,1,2,80-84,9048
2004,1,1,80-84,7792
2005,1,5,80-84,8205
2005,1,4,80-84,8776
2005,1,3,80-84,9096
2005,1,2,80-84,8688
2005,1,1,80-84,7618
2006,1,5,80-84,8113
2006,1,4,80-84,8298
2006,1,3,80-84,8808
2006,1,2,80-84,8402
2006,1,1,80-84,7408
2007,1,5,80-84,7931
2007,1,4,80-84,8097
2007,1,3,80-84,8588
2007,1,2,80-84,8384
2007,1,1,80-84,7299
2008,1,5,80-84,7598
2008,1,4,80-84,8069
2008,1,3,80-84,8380
2008,1,2,80-84,8467
2008,1,1,80-84,7414
2009,1,5,80-84,7263
2009,1,4,80-84,7818
2009,1,3,80-84,8286
2009,1,2,80-84,8346
2009,1,1,80-84,7394
2010,1,5,80-84,7199
2010,1,4,80-84,7514
2010,1,3,80-84,8130
2010,1,2,80-84,8271
2010,1,1,80-84,7548
2011,1,5,80-84,6766
2011,1,4,80-84,7612
2011,1,3,80-84,8222
2011,1,2,80-84,8118
2011,1,1,80-84,7338
2012,1,5,80-84,7105
2012,1,4,80-84,7547
2012,1,3,80-84,8349
2012,1,2,80-84,8434
2012,1,1,80-84,7745
2013,1,5,80-84,7070
2013,1,4,80-84,7755
2013,1,3,80-84,8459
2013,1,2,80-84,8685
2013,1,1,80-84,7997
2002,2,5,80-84,10294
2002,2,4,80-84,10289
2002,2,3,80-84,10228
2002,2,2,80-84,9339
2002,2,1,80-84,7729
2003,2,5,80-84,11000
2003,2,4,80-84,11017
2003,2,3,80-84,10953
2003,2,2,80-84,9900
2003,2,1,80-84,8268
2004,2,5,80-84,10356
2004,2,4,80-84,10557
2004,2,3,80-84,10662
2004,2,2,80-84,9839
2004,2,1,80-84,8202
2005,2,5,80-84,10129
2005,2,4,80-84,10173
2005,2,3,80-84,10391
2005,2,2,80-84,9440
2005,2,1,80-84,8045
2006,2,5,80-84,9296
2006,2,4,80-84,9552
2006,2,3,80-84,9685
2006,2,2,80-84,9058
2006,2,1,80-84,7424
2007,2,5,80-84,9124
2007,2,4,80-84,9275
2007,2,3,80-84,9420
2007,2,2,80-84,8899
2007,2,1,80-84,7478
2008,2,5,80-84,8836
2008,2,4,80-84,8990
2008,2,3,80-84,9250
2008,2,2,80-84,8707
2008,2,1,80-84,7480
2009,2,5,80-84,8214
2009,2,4,80-84,8395
2009,2,3,80-84,8669
2009,2,2,80-84,8124
2009,2,1,80-84,7119
2010,2,5,80-84,7864
2010,2,4,80-84,8362
2010,2,3,80-84,8612
2010,2,2,80-84,8253
2010,2,1,80-84,7121
2011,2,5,80-84,7593
2011,2,4,80-84,8165
2011,2,3,80-84,8214
2011,2,2,80-84,8031
2011,2,1,80-84,6884
2012,2,5,80-84,7836
2012,2,4,80-84,8174
2012,2,3,80-84,8499
2012,2,2,80-84,8305
2012,2,1,80-84,7168
2013,2,5,80-84,7859
2013,2,4,80-84,8248
2013,2,3,80-84,8234
2013,2,2,80-84,8343
2013,2,1,80-84,7155
2002,1,5,85-89,5314
2002,1,4,85-89,6252
2002,1,3,85-89,6783
2002,1,2,85-89,6759
2002,1,1,85-89,5874
2003,1,5,85-89,5210
2003,1,4,85-89,6031
2003,1,3,85-89,6583
2003,1,2,85-89,6542
2003,1,1,85-89,5616
2004,1,5,85-89,4846
2004,1,4,85-89,5548
2004,1,3,85-89,6017
2004,1,2,85-89,6093
2004,1,1,85-89,5243
2005,1,5,85-89,5103
2005,1,4,85-89,5784
2005,1,3,85-89,6709
2005,1,2,85-89,6405
2005,1,1,85-89,5611
2006,1,5,85-89,5380
2006,1,4,85-89,6188
2006,1,3,85-89,6784
2006,1,2,85-89,6812
2006,1,1,85-89,5920
2007,1,5,85-89,5856
2007,1,4,85-89,6451
2007,1,3,85-89,7314
2007,1,2,85-89,7095
2007,1,1,85-89,6436
2008,1,5,85-89,6162
2008,1,4,85-89,6982
2008,1,3,85-89,7744
2008,1,2,85-89,7853
2008,1,1,85-89,6939
2009,1,5,85-89,6104
2009,1,4,85-89,7148
2009,1,3,85-89,7919
2009,1,2,85-89,7918
2009,1,1,85-89,7207
2010,1,5,85-89,5852
2010,1,4,85-89,7019
2010,1,3,85-89,7994
2010,1,2,85-89,7975
2010,1,1,85-89,7349
2011,1,5,85-89,5803
2011,1,4,85-89,6742
2011,1,3,85-89,7758
2011,1,2,85-89,7765
2011,1,1,85-89,7173
2012,1,5,85-89,5915
2012,1,4,85-89,6890
2012,1,3,85-89,8098
2012,1,2,85-89,8234
2012,1,1,85-89,7743
2013,1,5,85-89,6061
2013,1,4,85-89,7170
2013,1,3,85-89,8234
2013,1,2,85-89,8362
2013,1,1,85-89,7814
2002,2,5,85-89,9670
2002,2,4,85-89,10604
2002,2,3,85-89,11345
2002,2,2,85-89,11009
2002,2,1,85-89,9225
2003,2,5,85-89,9369
2003,2,4,85-89,10408
2003,2,3,85-89,11241
2003,2,2,85-89,10735
2003,2,1,85-89,8825
2004,2,5,85-89,8545
2004,2,4,85-89,9251
2004,2,3,85-89,10061
2004,2,2,85-89,9378
2004,2,1,85-89,7930
2005,2,5,85-89,8771
2005,2,4,85-89,9597
2005,2,3,85-89,10332
2005,2,2,85-89,9740
2005,2,1,85-89,8212
2006,2,5,85-89,8861
2006,2,4,85-89,9828
2006,2,3,85-89,10342
2006,2,2,85-89,9963
2006,2,1,85-89,8349
2007,2,5,85-89,9358
2007,2,4,85-89,10171
2007,2,3,85-89,11041
2007,2,2,85-89,10540
2007,2,1,85-89,8795
2008,2,5,85-89,9952
2008,2,4,85-89,10991
2008,2,3,85-89,11560
2008,2,2,85-89,11235
2008,2,1,85-89,9562
2009,2,5,85-89,9336
2009,2,4,85-89,10634
2009,2,3,85-89,11499
2009,2,2,85-89,11336
2009,2,1,85-89,9502
2010,2,5,85-89,9009
2010,2,4,85-89,10392
2010,2,3,85-89,11357
2010,2,2,85-89,11045
2010,2,1,85-89,9513
2011,2,5,85-89,8572
2011,2,4,85-89,9732
2011,2,3,85-89,10722
2011,2,2,85-89,10251
2011,2,1,85-89,9182
2012,2,5,85-89,8586
2012,2,4,85-89,10102
2012,2,3,85-89,10835
2012,2,2,85-89,10813
2012,2,1,85-89,9475
2013,2,5,85-89,8587
2013,2,4,85-89,9789
2013,2,3,85-89,11025
2013,2,2,85-89,10710
2013,2,1,85-89,9438
2002,1,5,90+,2854
2002,1,4,90+,3783
2002,1,3,90+,4498
2002,1,2,90+,4600
2002,1,1,90+,3944
2003,1,5,90+,3090
2003,1,4,90+,3964
2003,1,3,90+,4841
2003,1,2,90+,4776
2003,1,1,90+,4150
2004,1,5,90+,3093
2004,1,4,90+,3867
2004,1,3,90+,4662
2004,1,2,90+,4797
2004,1,1,90+,4105
2005,1,5,90+,3192
2005,1,4,90+,4072
2005,1,3,90+,4960
2005,1,2,90+,4932
2005,1,1,90+,4495
2006,1,5,90+,3223
2006,1,4,90+,4069
2006,1,3,90+,4894
2006,1,2,90+,5060
2006,1,1,90+,4528
2007,1,5,90+,3234
2007,1,4,90+,4090
2007,1,3,90+,5137
2007,1,2,90+,5070
2007,1,1,90+,4612
2008,1,5,90+,3188
2008,1,4,90+,4315
2008,1,3,90+,5037
2008,1,2,90+,5152
2008,1,1,90+,4730
2009,1,5,90+,3002
2009,1,4,90+,4131
2009,1,3,90+,5096
2009,1,2,90+,4987
2009,1,1,90+,4621
2010,1,5,90+,3338
2010,1,4,90+,4254
2010,1,3,90+,5474
2010,1,2,90+,5536
2010,1,1,90+,5046
2011,1,5,90+,3551
2011,1,4,90+,4596
2011,1,3,90+,5848
2011,1,2,90+,5844
2011,1,1,90+,5584
2012,1,5,90+,4019
2012,1,4,90+,5272
2012,1,3,90+,6504
2012,1,2,90+,6646
2012,1,1,90+,6123
2013,1,5,90+,4245
2013,1,4,90+,5437
2013,1,3,90+,6639
2013,1,2,90+,7116
2013,1,1,90+,6756
2002,2,5,90+,9409
2002,2,4,90+,11342
2002,2,3,90+,12869
2002,2,2,90+,12964
2002,2,1,90+,10931
2003,2,5,90+,10008
2003,2,4,90+,11909
2003,2,3,90+,13635
2003,2,2,90+,13435
2003,2,1,90+,11270
2004,2,5,90+,9337
2004,2,4,90+,11397
2004,2,3,90+,13088
2004,2,2,90+,12924
2004,2,1,90+,10753
2005,2,5,90+,9594
2005,2,4,90+,11817
2005,2,3,90+,13533
2005,2,2,90+,13324
2005,2,1,90+,11098
2006,2,5,90+,9357
2006,2,4,90+,11328
2006,2,3,90+,13283
2006,2,2,90+,12867
2006,2,1,90+,10904
2007,2,5,90+,9248
2007,2,4,90+,11572
2007,2,3,90+,13591
2007,2,2,90+,13104
2007,2,1,90+,11179
2008,2,5,90+,9281
2008,2,4,90+,11504
2008,2,3,90+,13441
2008,2,2,90+,13472
2008,2,1,90+,11453
2009,2,5,90+,8491
2009,2,4,90+,10749
2009,2,3,90+,12480
2009,2,2,90+,12374
2009,2,1,90+,10679
2010,2,5,90+,8950
2010,2,4,90+,11396
2010,2,3,90+,13493
2010,2,2,90+,13434
2010,2,1,90+,11316
2011,2,5,90+,9246
2011,2,4,90+,11529
2011,2,3,90+,13732
2011,2,2,90+,13666
2011,2,1,90+,11804
2012,2,5,90+,9876
2012,2,4,90+,12684
2012,2,3,90+,15047
2012,2,2,90+,14858
2012,2,1,90+,13164
2013,2,5,90+,10078
2013,2,4,90+,13093
2013,2,3,90+,15325
2013,2,2,90+,15468
2013,2,1,90+,13759
